,Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Location,Timestamp
151,14180.861,180.784,5527.226,3.074,185.478,27.302,173.16,6778.932,96.338,546.687,4.497,0.529,46.225,31.12,38045.505,229.874,1.092,1.995,Site-15,2022-03-12
152,8987.752,488.371,7799.975,35.149,431.159,295.447,194.701,15364.201,62.276,452.121,5.234,0.544,34.583,19.733,68745.766,121.739,4.229,4.022,Site-2,2022-04-29
153,3738.32,293.065,3270.638,32.845,389.184,106.643,210.93,4884.289,71.009,563.633,5.214,0.336,43.329,163.224,54848.002,8.568,4.683,0.89,Site-37,2023-07-06
154,12969.786,361.366,6332.165,7.476,144.774,128.892,131.233,13253.687,59.039,673.489,2.364,0.752,96.68,187.32,81762.857,48.532,1.647,2.696,Site-33,2022-08-30
155,8900.096,-23.446,6299.901,26.196,356.275,311.741,149.762,3042.673,80.649,635.444,8.013,0.791,29.039,173.474,38014.682,492.186,1.406,0.686,Site-33,2020-07-29
156,16300.556,322.401,1777.93,21.538,292.441,239.928,391.192,5253.102,54.136,455.259,3.23,1.845,65.446,104.479,6252.519,447.637,9.645,8.018,Site-44,2021-02-24
157,3233.109,39.204,6402.626,21.459,101.44,209.977,287.18,13792.028,22.457,637.117,7.089,1.636,44.533,8.458,8709.718,433.03,8.412,3.397,Site-38,2022-06-28
158,9019.383,394.317,302.633,40.49,742.911,66.335,310.398,205.984,90.363,661.687,4.378,1.312,82.554,31.867,94422.832,455.64,2.66,2.298,Site-30,2021-10-13
159,16647.544,319.585,6133.285,3.276,475.491,255.499,341.687,9014.21,19.152,478.198,7.74,0.686,48.233,74.002,22971.288,61.477,3.468,8.152,Site-44,2021-06-19
160,8124.829,384.208,4015.832,0.307,365.83,351.071,212.946,2573.216,34.931,408.718,3.909,1.956,35.158,0.734,91124.94,450.79,4.328,1.518,Site-37,2021-11-15
161,6646.484,361.324,1356.241,29.262,286.965,125.438,439.22,4218.529,42.478,445.8,3.01,0.711,89.53,24.563,8251.167,305.756,2.128,9.045,Site-36,2020-06-23
162,3581.571,-30.445,7369.539,36.74,453.763,40.364,228.678,1515.213,91.478,663.088,9.219,1.552,70.787,91.264,81317.564,227.307,2.706,5.928,Site-19,2021-10-04
163,7180.249,-20.158,9296.708,20.583,690.576,251.166,313.414,12699.138,92.137,419.82,0.111,0.188,7.102,190.426,69120.99,391.122,0.576,9.068,Site-26,2022-06-19
164,16851.503,496.957,9928.66,4.473,670.765,243.262,356.495,18358.609,88.33,606.174,9.674,1.159,84.704,0.145,25126.329,338.426,2.78,8.642,Site-42,2020-08-27
165,6345.331,286.67,4419.508,32.794,721.994,20.884,437.142,9642.882,28.821,549.179,1.606,0.748,84.84,130.145,74431.292,191.338,8.867,2.192,Site-6,2021-07-01
166,12879.342,587.902,7828.964,3.91,214.457,210.226,327.794,4014.387,98.31,566.117,3.525,1.595,78.857,170.079,75328.993,253.36,8.563,0.686,Site-50,2023-03-03
167,19403.908,165.635,3628.067,7.787,202.406,287.061,459.822,18387.397,90.298,591.357,9.475,0.889,14.764,140.837,39399.56,79.364,4.922,8.971,Site-7,2020-05-22
168,9896.071,343.958,5967.542,25.045,102.375,43.21,419.894,4659.244,91.349,580.229,4.973,1.061,82.704,199.212,98354.674,180.811,1.234,2.372,Site-44,2021-12-09
169,13480.067,137.123,4800.377,40.648,972.176,246.184,393.014,4771.398,63.647,659.95,9.609,0.669,55.792,104.138,85401.078,276.01,5.84,9.3,Site-26,2022-07-28
170,878.858,480.934,6573.221,18.526,287.188,149.959,434.714,8218.6,29.421,438.264,6.868,1.307,97.686,120.001,98554.037,427.873,0.842,7.087,Site-37,2022-07-12
171,3320.419,134.071,3943.676,3.03,922.329,266.473,98.153,16043.435,61.571,530.49,4.38,1.287,87.472,198.468,70910.519,138.766,3.231,5.288,Site-26,2022-05-26
172,4775.341,259.084,7120.497,7.723,402.34,152.859,122.291,17904.091,77.309,617.352,1.989,0.747,9.934,197.485,95457.649,465.394,5.404,5.516,Site-28,2020-06-03
173,9735.33,512.31,1813.218,45.417,621.576,190.182,2.511,17728.587,79.453,690.913,6.157,1.683,97.047,131.649,26734.9,244.545,0.176,2.347,Site-21,2023-07-18
174,13489.084,-15.142,2142.079,15.685,793.323,199.874,421.237,18601.725,52.953,504.458,0.261,1.995,64.668,31.242,33016.887,324.394,1.238,8.8,Site-19,2022-02-07
175,8390.576,502.311,6754.098,20.688,366.92,158.789,155.617,13797.013,29.702,456.168,9.4,1.189,91.451,113.675,36237.549,374.627,8.031,3.047,Site-40,2023-05-16
176,14529.478,271.596,8195.372,48.679,115.602,23.951,69.245,8329.959,13.947,539.805,8.183,0.143,42.917,180.73,36139.123,172.311,2.361,0.84,Site-22,2022-05-07
177,6605.95,217.452,7973.289,45.925,895.953,246.45,328.853,8997.102,42.792,430.407,2.767,0.736,7.659,148.756,70413.847,47.725,3.222,2.77,Site-21,2022-07-03
178,13209.866,37.04,3106.692,27.146,432.704,90.815,6.49,1570.171,10.842,512.788,5.203,1.847,75.413,71.834,47099.977,401.731,0.373,6.584,Site-7,2021-11-14
179,7666.731,589.083,982.053,33.832,401.915,80.603,470.141,17161.528,59.064,514.591,5.546,1.031,6.116,11.105,25955.809,9.096,3.418,1.046,Site-34,2021-08-15
180,13146.633,140.608,1644.871,45.797,216.557,13.318,359.379,6895.498,35.959,665.826,8.456,1.367,39.431,57.97,30677.662,305.068,1.434,4.084,Site-41,2021-10-26
181,5936.648,43.962,724.678,33.188,349.222,271.59,457.479,1821.826,70.919,555.274,9.115,1.148,93.986,123.905,22451.792,309.203,6.676,6.335,Site-39,2023-07-06
182,14087.486,566.819,5312.385,36.272,419.493,257.652,329.836,16915.629,50.731,432.165,2.951,0.238,18.872,71.353,20146.231,356.014,5.761,8.417,Site-30,2021-08-06
183,11493.453,327.557,5751.158,31.457,863.464,169.534,288.456,12423.345,86.954,597.572,4.464,0.02,63.63,173.774,84427.931,449.27,2.654,0.427,Site-10,2021-08-18
184,14117.636,-2.967,8254.578,25.242,401.401,28.646,330.034,15172.612,30.546,486.008,5.884,0.617,65.959,134.337,6583.568,276.342,6.065,8.995,Site-28,2023-11-08
185,1405.667,127.548,8245.562,18.919,552.655,45.45,312.075,19190.01,16.714,532.243,8.963,0.795,14.462,189.26,19049.658,425.929,6.408,3.245,Site-10,2020-09-19
186,11310.313,26.73,2940.249,47.032,454.673,52.878,129.785,16407.245,62.867,528.763,4.381,1.045,55.628,102.865,91017.011,269.712,6.412,4.79,Site-27,2023-03-06
187,15586.562,187.803,842.301,8.529,447.742,114.001,108.272,9464.698,47.314,654.624,8.423,1.689,57.764,38.305,90492.637,271.609,9.261,9.411,Site-38,2022-09-07
188,16716.237,541.737,9641.716,15.933,483.004,11.133,279.014,13062.439,24.995,545.944,5.744,0.786,12.126,43.664,38229.099,305.79,9.428,2.527,Site-8,2020-10-05
189,533.179,529.583,307.297,32.915,451.296,235.253,481.746,1162.574,28.184,435.513,8.014,1.149,94.439,3.076,80486.902,158.427,3.814,7.393,Site-50,2021-08-23
190,13839.299,333.185,3571.465,8.782,240.586,67.214,314.232,3208.645,60.144,542.565,1.234,1.735,12.616,158.459,33214.388,42.073,9.334,5.84,Site-27,2021-07-06
191,12967.768,-33.702,59.065,48.247,159.984,258.881,312.879,17065.848,21.061,492.323,0.249,0.645,71.874,91.296,616.87,402.318,1.631,1.759,Site-2,2022-11-16
192,10736.348,-18.477,489.883,19.955,286.005,222.36,368.128,2064.35,91.09,564.923,9.687,0.54,45.422,20.665,62150.1,449.78,0.427,5.229,Site-33,2023-10-03
193,7262.913,247.451,8687.591,24.41,759.024,151.15,128.241,4489.527,39.881,643.799,5.028,0.136,14.226,0.801,97501.173,321.181,3.974,1.076,Site-19,2022-04-25
194,17206.876,401.443,8570.299,15.439,123.291,27.82,283.414,4179.703,2.362,538.207,8.459,1.642,41.153,161.393,90240.885,133.321,5.965,6.946,Site-3,2020-11-04
195,13379.584,94.032,6688.93,12.322,716.004,172.247,374.51,12032.992,82.02,476.082,5.492,0.352,53.033,77.185,33534.7,75.796,7.307,3.456,Site-26,2021-10-30
196,18305.578,-8.433,4930.924,34.329,475.524,299.392,412.021,11692.177,30.017,434.896,1.321,1.023,34.555,18.054,46530.836,257.679,5.164,3.897,Site-40,2020-06-15
197,16842.756,371.089,647.241,20.502,463.361,126.565,142.812,9867.454,6.491,611.437,4.337,0.42,75.82,57.862,9933.292,200.573,3.961,6.002,Site-33,2022-07-30
198,15211.805,320.015,9703.925,30.154,229.661,139.764,471.978,14132.245,4.474,491.225,4.766,1.535,31.276,157.696,35623.54,275.017,9.798,3.738,Site-10,2022-04-25
199,15831.537,36.453,8038.923,26.652,495.327,314.036,402.182,16690.68,35.451,536.788,5.303,1.935,27.6,24.873,81506.392,313.543,3.039,2.247,Site-45,2023-09-13
200,15360.272,220.12,7476.015,36.497,48.204,345.757,227.444,12690.982,64.315,686.596,7.609,1.534,93.746,176.402,72639.933,97.675,6.53,0.937,Site-26,2022-12-24
201,13357.674,537.81,420.407,34.072,830.645,21.018,169.919,6159.976,58.268,454.268,7.076,0.731,37.636,41.387,75920.067,390.53,4.529,7.221,Site-40,2021-11-04
202,6860.432,540.067,1062.969,8.86,271.69,208.382,161.11,7448.403,21.191,446.744,4.306,1.233,0.326,85.007,82604.896,208.641,5.767,8.052,Site-38,2022-11-14
203,14098.545,513.962,2027.974,40.959,118.224,223.627,40.165,18362.433,3.932,660.792,7.33,0.586,27.349,67.943,13210.846,383.719,4.024,5.0,Site-35,2021-03-12
204,7638.163,257.508,4425.311,34.817,390.298,298.246,42.117,19339.338,17.275,698.657,0.49,1.988,48.95,128.975,46996.507,171.276,7.827,8.432,Site-36,2021-07-23
205,162.512,24.062,8946.153,42.27,641.192,358.306,293.524,4277.148,68.689,560.5,6.249,1.333,46.774,76.585,79436.006,488.099,4.316,3.017,Site-40,2022-10-14
206,2794.922,195.883,3713.45,23.901,979.726,157.585,102.493,10182.874,62.068,487.803,0.873,1.12,13.251,185.712,10638.48,134.345,3.482,4.684,Site-43,2023-07-30
207,13728.8,269.398,2472.489,11.836,615.938,58.023,139.289,721.844,19.681,537.936,8.345,0.141,82.569,89.07,84091.231,291.525,6.186,3.343,Site-12,2022-05-13
208,5087.703,453.26,1108.962,26.704,389.757,143.15,439.668,2315.178,60.555,685.02,6.021,1.476,82.386,92.774,41599.044,311.426,2.539,3.213,Site-47,2022-08-21
209,15322.914,297.187,2443.021,20.567,349.62,280.921,348.618,8160.5,36.564,539.44,8.348,0.939,35.209,3.293,18437.915,71.917,9.217,1.75,Site-18,2022-11-10
210,2060.157,291.848,5350.351,46.926,48.467,41.393,162.122,11726.894,56.951,644.514,3.645,0.914,60.784,171.056,31627.498,381.224,1.625,1.399,Site-49,2020-04-17
211,13328.861,537.489,1072.179,19.913,127.372,335.511,386.827,14069.058,45.678,554.156,1.186,1.556,92.138,105.102,62027.691,215.742,5.375,8.006,Site-32,2021-08-24
212,5744.036,-37.909,7856.547,3.294,688.288,130.748,14.545,19928.111,29.573,539.267,5.477,1.191,32.02,61.39,54881.245,211.987,1.492,6.411,Site-31,2022-05-25
213,4783.47,161.086,7735.296,28.71,415.128,205.03,230.59,2781.775,96.469,543.84,3.992,0.436,20.799,66.436,20068.67,160.832,2.83,5.295,Site-4,2021-11-21
214,15880.136,579.104,1044.741,13.016,619.581,157.336,53.498,8565.593,38.798,671.049,8.168,0.074,91.536,90.614,13913.839,442.988,0.225,5.473,Site-39,2022-09-08
215,18107.377,204.135,9104.166,14.358,906.555,53.546,420.73,10765.2,66.922,494.493,3.063,0.137,65.411,181.171,4517.561,161.437,0.349,7.476,Site-7,2020-11-27
216,18272.259,316.372,9547.57,16.65,190.533,236.15,72.071,266.402,94.824,543.29,1.253,0.604,98.654,186.663,20336.748,14.983,5.73,6.129,Site-42,2021-03-19
217,9116.781,-49.323,3983.883,33.597,284.501,132.281,208.841,4912.157,94.651,551.679,0.739,0.864,91.358,136.046,95864.034,272.108,9.839,7.893,Site-33,2022-06-01
218,213.149,260.28,9357.908,3.674,40.834,286.259,318.499,5811.718,61.778,476.563,5.859,0.797,56.02,38.102,45642.354,240.34,1.601,7.136,Site-50,2022-04-14
219,6436.279,226.037,2458.06,42.018,486.923,79.526,386.754,7358.288,98.294,667.313,0.425,1.206,93.918,46.579,15437.867,33.898,5.535,9.096,Site-43,2023-03-19
220,9588.109,103.887,585.723,29.212,130.334,1.757,477.257,16125.689,30.001,677.55,5.356,1.234,51.979,159.646,73348.22,316.187,9.51,5.263,Site-25,2023-03-28
221,7371.236,320.541,480.184,35.792,559.04,311.746,421.112,13899.883,0.304,513.266,6.397,1.398,0.771,145.585,70099.278,68.233,0.548,3.516,Site-18,2020-08-07
222,432.102,109.818,7461.896,29.033,269.968,31.93,415.035,1694.093,34.169,575.089,9.89,1.024,55.963,159.116,97317.614,466.416,1.99,1.585,Site-9,2022-08-13
223,13764.796,571.835,8093.368,38.998,775.507,83.335,415.212,15359.233,44.286,607.483,4.263,0.625,7.635,58.299,80515.257,71.939,6.23,8.175,Site-19,2021-12-26
224,4559.102,584.217,3382.977,26.473,950.339,233.562,395.834,10010.972,76.888,600.083,7.939,0.796,42.061,151.164,63240.654,354.369,8.371,8.637,Site-32,2022-02-10
225,18295.78,569.702,3405.817,27.817,800.61,170.235,182.273,8176.071,28.685,400.679,8.527,0.685,83.604,122.085,44030.311,238.284,9.712,8.508,Site-38,2020-02-26
226,11251.502,577.872,5313.19,44.933,905.743,230.485,22.142,603.246,76.19,538.334,4.345,1.995,88.933,142.054,9816.263,35.792,8.893,6.847,Site-18,2021-12-21
227,3844.26,-22.781,3640.371,19.319,811.821,315.889,321.35,10580.933,38.195,676.652,7.191,1.647,68.877,177.61,98493.765,273.201,6.807,8.823,Site-41,2022-04-24
228,10839.799,389.946,2477.183,4.914,611.683,253.791,241.814,19415.083,14.33,618.404,7.775,1.0,59.403,22.899,80343.762,285.989,1.253,2.967,Site-46,2023-03-12
229,8870.598,211.313,4250.118,26.854,142.463,71.76,372.775,9226.118,90.364,531.479,7.31,0.548,69.22,129.29,51633.04,441.477,2.454,2.864,Site-39,2020-10-24
230,17245.474,475.773,6363.815,42.763,960.782,301.404,373.962,17148.79,43.701,648.155,5.265,1.102,81.667,125.645,64896.453,250.059,8.292,8.583,Site-17,2020-05-29
231,13362.404,-13.199,7554.548,20.593,33.857,103.077,92.923,10760.337,95.328,521.543,1.411,1.725,1.763,139.395,25781.183,497.241,1.714,6.613,Site-21,2023-01-16
232,2717.643,255.328,9600.386,28.162,515.344,58.082,402.503,3134.006,11.883,566.316,3.878,1.893,3.501,20.43,28681.247,393.307,0.828,0.154,Site-38,2023-10-14
233,7314.394,454.822,3094.506,11.845,223.439,198.465,305.345,16658.048,19.367,634.651,4.048,1.784,86.739,18.27,10514.149,315.354,9.223,6.798,Site-34,2022-12-24
234,1656.359,325.911,4860.985,28.509,263.349,266.686,88.239,15208.876,11.436,540.964,1.12,1.869,79.648,165.68,87444.636,124.714,3.355,0.914,Site-15,2023-03-21
235,12111.844,-41.44,8879.2,27.503,673.19,25.121,282.021,4899.562,0.773,441.954,1.122,0.711,6.939,190.573,34940.122,262.689,0.104,6.918,Site-20,2022-04-28
236,15596.79,562.465,4198.934,19.573,921.103,252.725,44.691,15274.841,63.139,548.097,5.965,0.949,90.137,127.231,18180.117,368.892,8.323,4.701,Site-49,2021-12-27
237,18224.185,590.973,61.362,30.172,775.684,44.165,303.662,3634.062,32.587,545.978,6.472,0.388,68.296,40.83,58118.437,193.441,6.066,2.587,Site-17,2022-12-01
238,12930.804,251.714,9261.824,30.132,617.533,90.468,221.54,5772.714,56.953,419.563,9.068,0.671,60.969,145.2,21489.671,230.275,7.743,0.408,Site-26,2022-05-25
239,3032.737,409.284,7238.106,15.218,149.969,36.699,373.713,16203.637,46.944,507.058,2.875,0.627,16.733,14.988,18546.153,41.501,7.446,6.384,Site-20,2021-09-24
240,9374.708,180.044,4794.384,27.445,673.092,298.866,459.373,17856.711,70.31,653.958,0.456,0.143,48.508,54.043,20642.596,17.649,1.273,6.564,Site-10,2022-11-06
241,169.662,54.76,4524.255,27.549,493.031,332.226,19.743,18596.961,30.021,593.345,2.557,1.099,1.346,176.202,46591.366,421.979,6.545,1.444,Site-14,2022-10-02
242,8972.569,568.737,6220.598,11.38,573.128,70.205,490.665,619.372,35.976,690.387,7.61,0.445,39.187,127.4,42027.862,163.877,7.838,1.281,Site-25,2022-03-19
243,7412.876,291.649,3416.706,38.833,501.809,84.024,478.395,16302.699,83.669,557.636,6.882,0.399,48.931,7.206,99224.643,438.809,2.36,2.737,Site-44,2023-04-23
244,10653.69,283.401,8419.218,32.28,512.785,169.06,3.483,16391.243,82.193,542.245,9.999,0.858,23.945,13.401,365.421,292.103,7.285,1.371,Site-22,2022-06-30
245,15340.036,177.597,553.603,17.352,930.839,147.673,116.047,17562.082,78.548,523.454,4.826,1.712,58.692,187.867,10981.036,76.06,6.245,0.693,Site-50,2022-04-10
246,7370.16,542.272,3311.54,42.722,124.21,240.603,140.544,3984.05,4.619,699.833,9.867,0.115,21.092,100.675,2231.764,374.914,8.603,5.048,Site-32,2022-10-20
247,2089.743,308.898,2752.543,3.55,771.574,175.508,499.941,8255.498,9.927,456.632,8.243,1.331,12.184,128.948,97250.883,411.356,1.401,4.21,Site-32,2021-12-04
248,18270.156,441.476,5821.341,37.446,326.638,95.673,262.065,14558.999,56.313,544.661,1.099,1.917,0.052,153.09,30978.419,490.247,5.789,5.362,Site-8,2021-05-08
249,9053.89,598.685,5761.992,19.046,368.197,197.346,227.665,9157.662,63.961,631.384,8.202,0.431,83.476,182.483,92226.393,37.927,2.709,5.71,Site-10,2023-02-10
250,16964.091,24.966,1335.905,26.059,118.376,348.17,192.472,14050.875,9.335,449.515,7.945,0.158,9.604,133.171,3355.598,424.033,7.313,3.902,Site-39,2023-12-11
251,16573.742,491.355,5322.783,9.883,186.693,291.474,288.839,8555.715,50.717,511.269,6.775,1.978,14.997,70.63,23395.495,333.937,7.417,1.496,Site-5,2020-05-19
252,19538.404,559.702,9412.461,26.066,78.19,171.34,495.592,11422.024,98.646,590.051,8.734,0.31,80.882,97.667,42452.802,135.204,3.727,0.236,Site-50,2022-04-19
253,10693.992,366.96,2558.674,47.782,64.229,48.616,87.839,9089.573,84.429,492.674,3.12,0.213,46.602,130.417,49980.629,40.474,6.555,9.598,Site-34,2021-06-18
254,94.736,536.464,4337.322,22.895,62.062,281.39,230.162,10640.304,35.406,511.695,8.259,1.423,28.307,132.361,61428.121,309.927,6.344,9.887,Site-11,2021-09-03
255,8135.493,391.581,90.545,4.798,890.146,113.644,421.663,14639.756,20.075,680.867,2.861,0.116,72.629,123.107,1046.883,439.61,0.161,6.213,Site-42,2022-07-25
256,18249.139,195.32,4950.475,27.679,268.923,206.623,493.17,17605.817,46.398,434.901,7.788,0.466,18.221,188.848,14484.906,214.018,5.837,6.711,Site-9,2023-12-05
257,17371.13,492.171,6088.918,7.932,861.157,165.512,6.583,1268.716,86.589,671.343,6.343,0.867,63.849,46.131,84748.984,103.759,5.495,1.625,Site-44,2023-05-07
258,9134.891,-34.723,6682.874,23.112,244.492,132.661,433.877,10258.318,26.437,685.229,6.198,1.984,71.974,185.184,46398.132,104.239,6.625,2.863,Site-19,2020-01-21
259,6630.957,179.425,4878.929,13.741,531.157,173.42,121.721,13538.072,35.27,618.372,7.907,1.898,4.186,44.992,25982.277,273.325,4.89,3.19,Site-17,2022-10-05
260,8157.552,554.875,5018.319,30.431,658.868,275.485,131.275,14060.89,75.339,509.534,8.917,0.408,6.242,190.414,32021.273,285.678,8.718,9.152,Site-31,2023-10-29
261,16276.884,230.308,3768.857,18.46,136.776,67.82,231.281,2483.794,46.84,648.335,5.933,1.206,86.611,36.703,42654.06,222.241,2.867,0.033,Site-32,2023-08-13
262,11814.098,385.841,9597.662,2.016,813.97,315.51,106.27,7465.054,2.504,413.847,4.96,0.388,75.108,164.808,12601.919,485.074,6.052,6.418,Site-6,2020-03-20
263,13903.107,184.952,2757.904,33.207,888.034,41.334,364.888,4553.207,77.227,688.354,1.526,0.13,89.929,151.695,60272.99,457.099,9.35,6.014,Site-35,2023-11-26
264,9795.169,598.918,87.896,42.098,213.647,47.971,372.895,10294.482,58.539,621.993,2.053,1.771,54.286,154.122,77018.325,475.417,2.663,4.433,Site-50,2023-09-03
265,329.81,299.945,252.721,3.092,467.243,328.48,280.092,1212.442,11.368,544.866,5.798,0.016,3.055,88.781,45362.658,378.974,6.653,6.121,Site-3,2022-05-21
266,3774.117,417.095,3594.438,32.504,93.57,67.493,481.33,437.313,85.58,649.113,0.911,1.485,58.908,192.088,84943.41,174.853,9.977,4.836,Site-3,2021-02-26
267,17761.309,593.025,3071.766,16.134,842.915,30.386,116.578,6509.305,51.384,466.723,3.032,1.718,84.951,67.729,49248.69,468.678,2.637,7.03,Site-49,2020-06-23
268,17723.065,457.125,3851.077,37.912,745.586,310.106,224.926,8572.123,66.338,523.838,6.493,1.581,87.367,75.911,78402.533,152.286,0.712,8.693,Site-33,2021-11-12
269,4493.685,-49.688,7769.33,27.259,903.074,219.585,160.966,1434.674,41.643,543.804,1.07,0.312,76.583,154.353,49486.053,353.562,3.846,1.549,Site-36,2020-11-03
270,6304.641,171.11,5891.512,32.167,951.402,154.808,114.232,4694.158,44.428,420.163,8.593,0.367,43.618,49.659,78928.115,263.535,5.474,5.414,Site-5,2021-10-29
271,2943.471,275.381,3958.295,32.213,867.633,224.436,481.664,14053.197,61.491,659.39,0.761,1.173,55.264,106.857,76744.492,353.679,2.475,1.26,Site-40,2023-05-06
272,10143.994,88.209,4816.048,23.977,474.66,279.769,447.864,17672.075,46.174,453.932,1.416,1.349,63.19,169.449,79897.672,179.01,1.436,8.519,Site-40,2020-03-27
273,16380.759,6.686,1751.815,49.356,859.651,40.981,186.59,6012.122,97.931,412.31,9.475,1.812,79.981,182.127,37541.688,362.011,1.678,8.153,Site-17,2020-09-26
274,8724.414,34.387,5478.086,31.748,189.484,292.036,223.627,4742.685,58.728,442.028,9.759,1.931,99.763,134.156,84613.604,321.532,6.165,4.026,Site-43,2022-01-11
275,17130.124,386.721,2211.313,19.857,721.172,354.002,137.16,15296.038,1.336,583.102,4.743,0.842,3.582,58.615,35837.488,90.382,8.439,2.811,Site-25,2021-05-08
276,8528.712,-32.255,7952.888,10.714,424.773,181.747,422.858,7735.23,77.511,445.325,1.559,1.605,69.488,58.029,57563.25,346.995,4.92,2.913,Site-49,2023-06-09
277,18856.909,362.899,9830.009,38.486,275.308,124.162,445.724,12358.557,77.356,446.201,9.627,0.804,10.273,106.239,47157.34,308.594,9.503,7.752,Site-29,2020-01-16
278,19757.874,568.428,2128.033,14.898,653.677,73.486,70.704,8947.847,86.001,460.782,4.505,0.755,59.272,172.477,44126.843,497.613,2.337,6.846,Site-33,2021-07-14
279,15865.745,349.738,5714.847,31.743,449.572,55.477,40.605,9880.348,40.238,655.393,2.557,1.916,19.732,28.269,42256.949,102.412,2.476,0.423,Site-23,2022-12-03
280,9985.943,8.779,5253.478,29.626,924.291,133.038,427.564,3524.337,21.346,602.321,6.478,1.509,73.695,133.768,81888.864,473.641,6.002,7.378,Site-40,2020-05-20
281,6808.724,315.121,5069.004,26.503,981.235,106.173,93.957,15235.466,95.299,559.41,6.793,1.207,52.523,15.865,45705.508,83.697,6.705,0.495,Site-20,2020-08-25
282,15001.679,321.024,7401.619,49.479,213.504,253.537,157.36,12087.653,13.531,683.555,6.148,1.378,11.155,54.689,89809.813,334.64,0.953,3.847,Site-36,2021-11-11
283,14683.979,40.106,1209.992,46.688,934.858,84.353,354.379,4122.95,19.737,678.104,9.679,0.218,54.76,27.315,72256.153,208.062,1.453,4.783,Site-4,2020-09-09
284,12309.224,371.557,760.719,25.028,441.307,207.391,303.207,14794.166,76.027,537.49,5.903,1.778,49.285,179.63,55340.267,129.963,9.846,2.82,Site-6,2022-08-30
